File Name,F3 Delta,F3 Theta,F3 Alpha,F3 Beta,F3 Gamma,FC5 Delta,FC5 Theta,FC5 Alpha,FC5 Beta,FC5 Gamma,AF3 Delta,AF3 Theta,AF3 Alpha,AF3 Beta,AF3 Gamma,F7 Delta,F7 Theta,F7 Alpha,F7 Beta,F7 Gamma,T7 Delta,T7 Theta,T7 Alpha,T7 Beta,T7 Gamma,P7 Delta,P7 Theta,P7 Alpha,P7 Beta,P7 Gamma,O1 Delta,O1 Theta,O1 Alpha,O1 Beta,O1 Gamma,O2 Delta,O2 Theta,O2 Alpha,O2 Beta,O2 Gamma,P8 Delta,P8 Theta,P8 Alpha,P8 Beta,P8 Gamma,T8 Delta,T8 Theta,T8 Alpha,T8 Beta,T8 Gamma,F8 Delta,F8 Theta,F8 Alpha,F8 Beta,F8 Gamma,AF4 Delta,AF4 Theta,AF4 Alpha,AF4 Beta,AF4 Gamma,FC6 Delta,FC6 Theta,FC6 Alpha,FC6 Beta,FC6 Gamma,F4 Delta,F4 Theta,F4 Alpha,F4 Beta,F4 Gamma
Omar2-Sleep stage 1-00,35030709.126,21.312,38.255,20.002,5.049,35072659.824,18.662,36.936,19.394,7.331,34899465.480,4.150,5.801,5.898,3.086,34799057.189,20.163,29.195,15.815,6.233,34975277.197,8.858,8.614,10.790,7.054,34624889.161,25.680,124.027,29.185,9.553,35065940.033,22.791,134.815,27.667,8.296,35677089.650,32.336,360.572,107.969,11.341,34953801.802,47.162,223.574,47.916,13.236,35302322.608,21.014,95.457,33.905,8.512,34527547.738,137.091,63.502,50.310,19.212,34493334.911,79.213,118.087,49.178,15.751,34811236.712,39.125,65.031,44.599,14.681,35157585.339,170.459,283.604,131.587,36.016
Omar2-Sleep stage 1-01,34708623.426,19.468,48.268,19.308,5.202,35411628.931,20.860,27.047,12.326,11.404,35039510.421,6.472,5.733,2.954,2.766,35054095.978,32.759,24.943,12.335,9.317,35350778.002,9.088,7.821,6.759,7.639,34512415.351,174.523,169.190,57.891,20.804,35117944.460,17.693,134.972,27.337,5.417,36085212.650,100.197,134.664,62.852,18.040,35141025.978,22.378,47.358,28.660,9.604,35243881.396,14.911,23.517,23.410,10.405,34974911.575,369.126,97.110,83.914,37.669,34742611.339,39.394,63.752,26.760,10.315,35771324.860,149.280,81.776,50.271,17.032,34985008.849,114.307,167.394,124.862,54.116
Omar2-Sleep stage 1-02,34581230.057,36.410,36.428,19.605,4.887,35313926.003,26.161,31.966,13.617,6.867,35131214.506,5.654,5.777,4.071,2.840,35227526.058,18.566,12.960,12.949,6.877,35295796.113,12.088,8.135,9.701,6.718,34335162.549,100.557,119.864,34.119,13.672,35249177.575,23.582,139.313,38.022,4.314,37330963.296,35.147,401.472,52.109,12.041,35281109.015,19.057,211.085,29.616,10.892,35450325.739,25.497,92.602,14.468,11.484,33784379.075,263.065,99.585,27.895,13.214,35072002.298,76.918,42.449,21.849,7.172,34837969.767,50.054,60.690,32.514,18.282,34716757.747,176.055,173.846,90.111,35.310
Omar2-Sleep stage 1-03,35118058.655,13.881,79.530,20.524,5.988,35267547.732,6.174,49.082,16.020,6.114,35890425.614,25.459,14.251,9.274,3.448,36054559.786,68.317,30.385,18.363,6.141,35184140.088,3.497,8.365,8.104,6.156,35843709.620,451.126,277.983,189.629,51.523,35278716.023,27.512,198.893,36.425,4.572,34959092.869,110.002,263.905,51.972,11.626,35197661.682,28.771,95.150,35.164,8.011,34956772.260,34.346,26.276,18.002,9.063,35021673.142,426.494,141.057,65.821,19.023,35247970.308,25.245,43.138,22.031,6.442,34934498.853,28.824,25.308,22.912,9.155,34580816.269,267.264,291.305,132.603,27.192
Omar2-Sleep stage 1-04,35241656.508,41.362,50.604,28.035,5.310,35312707.416,26.101,34.767,12.812,5.087,35624176.347,67.315,22.549,14.842,7.324,35551889.023,159.176,46.795,40.429,21.721,35163604.053,22.207,13.097,8.759,6.258,35227711.208,536.709,291.617,162.739,48.425,35181958.400,13.886,159.963,33.053,4.123,34481752.831,22.484,129.735,54.913,10.654,35305376.952,19.704,54.449,36.300,10.968,34939630.278,20.961,24.503,25.331,10.986,35409292.392,403.733,130.074,84.704,34.783,35265219.033,53.681,56.519,33.498,9.087,35120307.546,79.808,57.635,40.376,10.262,35765642.968,458.042,239.841,294.527,54.075
Omar2-Sleep stage 1-05,35261636.364,16.854,40.725,18.373,2.568,34715900.232,11.763,27.863,19.196,4.904,34776923.643,1.820,3.599,5.630,2.257,34399456.347,15.980,14.452,20.313,7.348,34775415.141,2.262,9.821,8.520,4.262,35076351.497,49.099,106.986,19.207,5.911,34979097.712,9.514,174.611,22.352,8.084,34350238.651,31.222,334.503,66.419,11.397,34917389.179,27.751,146.172,44.558,11.506,35027337.854,14.797,58.956,25.498,8.216,36129650.594,217.577,139.936,108.633,34.922,35013971.828,25.873,49.067,20.670,4.456,34785306.009,30.739,51.056,34.938,10.649,34812823.468,172.066,123.866,190.939,41.843
Omar2-Sleep stage 1-06,35206646.511,15.055,72.918,16.765,4.059,34837280.558,14.816,33.555,12.953,3.778,34946692.560,6.280,7.758,6.186,3.362,35288626.325,9.580,23.277,10.710,4.632,35318107.761,8.698,7.443,10.806,4.200,34523745.428,36.700,112.923,56.279,19.651,34987625.642,8.373,211.802,30.593,6.698,34723997.805,73.065,369.785,68.032,10.499,34780733.792,62.347,146.096,45.400,9.962,35077988.578,37.147,53.167,33.045,9.470,34489445.149,626.413,258.771,136.477,55.880,34734268.803,65.554,85.720,40.803,7.699,35244855.021,65.958,67.304,40.139,9.505,34932931.725,65.984,293.613,117.976,49.817
Omar2-Sleep stage 1-07,35166113.295,14.413,38.757,13.270,4.112,35089256.413,16.710,33.888,10.571,4.021,34890583.946,5.410,7.120,4.077,3.061,34910531.864,15.800,16.839,8.561,5.323,35037889.668,8.438,8.821,9.745,4.260,36257393.704,121.263,84.144,21.348,8.258,35182712.164,11.769,162.033,26.376,5.465,35318385.361,23.325,191.224,43.454,6.753,34882761.677,25.260,76.079,23.947,4.330,35432900.366,17.042,34.270,17.443,6.586,34479675.875,189.537,74.035,25.934,13.455,35026233.678,41.237,34.364,14.385,6.433,35011525.879,32.103,45.699,27.450,6.453,34191652.515,202.205,110.719,106.049,24.958
Omar2-Sleep stage 1-08,35274180.520,24.486,80.497,22.308,4.481,35278397.470,74.395,59.472,27.117,5.324,34855353.361,66.044,23.624,13.806,3.965,35035096.946,44.868,48.164,15.348,6.675,34999013.662,16.477,11.549,14.018,5.571,33979888.075,103.841,316.990,45.612,10.692,35146536.959,14.887,305.389,43.480,3.830,36287034.964,71.738,577.157,61.553,9.660,35417150.925,66.678,156.589,28.630,10.466,34451851.238,43.344,49.385,20.863,8.220,35062351.683,275.528,94.150,27.429,12.642,35433400.513,58.019,123.848,28.581,9.000,35198197.840,40.686,89.672,27.543,8.350,35713539.841,156.603,130.282,110.227,29.628
Omar2-Sleep stage 1-09,35245825.543,18.804,45.100,26.943,5.727,35096712.324,11.956,32.106,12.947,3.766,35241828.339,6.837,9.588,6.169,3.158,35181922.500,8.780,18.344,14.520,6.585,35152586.631,8.589,16.610,7.453,5.015,35795225.491,28.382,105.185,19.011,8.436,35203558.018,11.421,155.428,26.889,7.034,34870929.935,111.384,381.869,97.180,15.393,35359962.934,43.571,190.151,39.984,9.460,35353024.176,23.600,84.660,28.924,9.786,35663438.178,284.887,116.258,62.573,26.267,35346179.351,41.437,56.675,24.728,6.797,35944412.569,23.389,76.655,33.553,8.818,36456614.325,922.270,503.291,626.630,154.523
Omar2-Sleep stage 1-10,34875308.314,15.789,31.237,14.513,3.421,34818472.823,11.904,18.490,14.124,3.122,34957236.173,2.746,4.267,5.428,2.473,34476137.930,9.527,19.983,12.114,4.520,34845830.512,5.277,4.798,6.863,3.489,36482778.366,96.861,115.434,35.026,11.389,35140216.358,9.733,87.749,14.216,2.433,34458507.141,18.060,122.618,46.069,4.737,34913619.867,30.578,61.105,31.447,6.952,35401023.023,11.082,33.641,21.161,5.194,36481024.951,152.000,113.818,43.084,15.641,35084446.798,32.737,38.426,13.357,6.145,34979925.931,51.997,23.393,30.781,9.244,34631429.649,842.480,285.205,256.009,77.130
Omar2-Sleep stage 1-11,35254818.162,8.444,47.640,22.591,7.064,35235297.014,12.541,31.771,19.116,5.715,35216115.498,4.780,7.330,6.972,3.970,35369296.461,7.023,22.926,13.515,13.351,35204534.970,15.924,7.474,9.491,5.033,35319157.699,103.972,125.339,18.918,8.912,35043692.674,23.030,218.430,27.023,6.438,34756821.342,71.995,509.704,84.588,15.094,34520522.049,59.371,158.215,41.107,13.223,35515876.369,15.943,67.925,27.316,9.977,35487707.266,602.231,174.970,127.073,50.767,34649310.072,42.479,72.546,29.873,12.131,34454976.910,72.181,62.525,35.441,13.955,35269074.961,712.320,175.746,279.365,72.467
Omar2-Sleep stage 1-12,35181561.036,21.196,53.963,20.442,4.546,35308409.011,63.234,49.633,27.261,5.140,35048433.613,56.358,19.715,15.141,3.979,34954785.453,51.931,38.696,24.753,8.291,35387090.015,19.582,12.081,10.387,5.721,34279047.063,142.447,107.550,38.685,14.218,35184356.481,20.175,142.428,22.209,6.207,35203616.124,41.795,257.930,49.283,9.106,34708504.724,45.471,108.346,39.968,10.960,35780915.364,48.605,26.069,24.965,10.666,32859775.819,318.456,54.062,32.885,18.536,35380668.592,60.919,58.674,25.580,7.944,35099247.297,30.745,41.967,24.712,9.009,34191418.496,1267.427,619.656,481.768,85.725
Omar2-Sleep stage 1-13,35357912.919,33.245,43.004,15.414,6.928,35299122.161,15.751,34.909,12.015,5.133,35388775.817,7.025,6.779,5.315,2.730,35256616.925,15.382,20.831,10.244,5.081,35170611.431,12.239,10.290,8.270,7.028,34331208.683,210.574,200.029,93.565,31.453,35088366.404,6.103,98.589,25.869,5.646,35109587.626,25.744,154.854,51.241,10.223,35500244.532,99.899,78.371,43.177,12.490,35325127.087,57.651,57.832,33.643,14.024,36016341.886,99.401,80.441,27.905,10.926,36100945.590,53.547,43.034,22.268,10.023,35670723.649,38.924,46.455,19.988,10.310,35852857.156,3009.567,1171.600,1655.742,459.192
Omar2-Sleep stage 1-14,35284316.230,11.296,63.606,32.831,4.110,35266971.701,6.796,46.743,17.505,5.171,35377262.318,2.043,6.410,4.271,2.810,35255144.361,6.266,23.600,13.269,5.859,35173090.715,10.026,6.719,11.620,5.053,36394695.523,76.826,166.098,50.099,11.184,35253916.997,27.655,243.237,30.185,6.276,35985139.054,70.579,478.116,65.914,10.873,31725252.901,88.602,119.385,60.671,9.278,38198487.175,133.439,46.332,48.566,7.783,35331312.394,325.583,77.533,43.128,19.187,35472903.022,39.371,57.758,30.162,5.461,35299545.534,63.378,58.192,38.669,8.401,35616841.807,1167.947,999.089,698.385,247.825
Omar2-Sleep stage 1-15,35112090.840,18.908,44.890,26.267,5.803,35203326.866,80.272,39.220,25.724,6.809,35054142.505,60.119,19.750,12.249,5.180,35279133.425,34.086,24.584,20.879,10.402,35174738.550,17.187,12.771,12.723,5.885,34995635.451,113.651,161.309,19.760,8.856,35265951.693,34.670,230.225,26.756,5.949,36360324.889,163.063,474.326,60.484,11.099,29700950.557,577.555,240.546,60.741,8.910,39962620.276,466.505,98.331,52.608,16.518,35966741.271,216.694,46.513,38.714,21.958,36522561.128,97.333,59.657,41.321,18.945,35560803.626,77.785,42.834,33.577,14.340,35567924.283,2010.289,929.763,522.643,162.628
Omar2-Sleep stage 1-16,35127847.344,11.870,36.606,10.360,3.407,35203795.797,12.182,26.697,10.890,4.449,35326704.927,2.799,4.199,3.479,3.622,35288257.930,7.794,12.255,7.839,7.921,35302317.062,12.272,10.948,11.226,7.654,34892359.067,17.684,64.982,14.460,5.276,35199037.391,14.340,104.311,17.924,3.693,35157714.056,101.312,283.115,42.760,6.334,35098181.251,520.037,296.854,113.412,28.696,34940854.958,403.901,158.282,54.785,9.777,34523757.260,299.941,170.151,93.746,39.473,35525255.783,61.765,47.874,16.125,5.767,35639339.335,25.623,43.262,18.346,4.434,34809811.478,738.114,501.776,445.038,168.341
Omar2-Sleep stage 1-17,35291291.582,8.913,45.251,19.972,5.343,35356637.804,11.187,33.350,15.547,6.468,35208460.713,3.619,6.853,4.857,2.961,35144051.401,10.071,20.958,12.135,5.921,35254842.123,6.275,8.258,7.986,6.266,35404262.320,121.254,167.575,39.444,15.136,35282420.779,11.503,122.303,33.367,4.513,34550349.130,51.612,258.388,34.431,6.093,37589197.290,366.419,237.190,52.594,6.093,33388133.217,236.292,176.938,34.224,9.684,35679734.975,88.687,75.852,20.539,9.975,34844371.049,33.809,68.810,17.948,7.448,34695552.444,18.461,65.914,19.713,7.742,35042332.069,2221.954,660.773,932.303,241.568
Omar2-Sleep stage 1-18,35173799.142,10.389,72.645,16.795,4.905,35061914.341,47.524,34.822,20.195,5.649,34973232.266,37.473,17.675,10.774,3.609,35045405.601,23.003,30.259,12.778,5.561,35025407.799,13.550,11.633,9.624,5.460,35513623.067,56.894,182.374,43.982,6.344,35105918.457,18.803,224.020,39.645,4.213,34492608.224,61.252,401.330,79.180,10.486,37291943.488,168.536,180.094,68.794,14.147,33445579.197,79.283,104.458,28.200,7.511,34728577.837,232.247,133.703,41.571,9.387,34688984.807,61.127,83.478,19.753,7.454,35477264.758,72.284,71.627,36.972,12.895,34910028.735,1089.693,674.554,558.519,87.759
Omar2-Sleep stage 1-19,35091579.780,14.781,30.222,23.334,6.233,35026435.206,8.941,19.696,11.237,4.813,35342110.721,7.268,5.523,4.585,2.342,35311096.027,16.397,15.099,8.970,2.467,35179821.765,6.981,6.218,9.556,5.464,35185602.349,100.549,92.104,25.304,6.893,35202766.663,12.741,182.982,37.435,4.072,34941934.869,48.442,242.530,49.712,4.927,36129408.249,93.000,141.149,47.579,7.848,34389681.034,56.915,60.503,41.113,8.647,35363946.198,741.384,121.581,33.265,7.053,34284636.380,41.584,35.934,27.623,6.630,35336808.472,43.761,44.410,43.304,7.537,35410785.342,2449.201,1497.851,761.392,307.791
Omar2-Sleep stage 1-20,35319147.846,13.746,37.594,17.169,3.571,35345059.712,10.123,28.936,13.312,4.739,35260804.866,5.986,2.335,2.566,1.616,35100646.724,11.134,13.525,7.952,3.228,35238014.838,20.803,13.426,13.754,4.593,34417696.807,81.299,109.023,40.223,9.506,35203561.344,8.291,137.403,36.350,6.204,34930354.586,44.900,332.267,55.555,3.581,36637318.286,63.908,140.885,70.461,10.419,34232193.201,82.804,98.862,39.906,9.863,35469319.634,162.874,30.371,17.294,7.115,35134753.293,40.753,52.955,36.406,8.049,35150595.014,141.375,107.523,86.295,19.190,35442709.009,3639.910,1211.975,1303.632,451.829
Omar2-Sleep stage 1-21,35238929.870,21.986,55.722,22.330,6.373,35611232.273,46.695,35.856,20.539,7.360,35410326.032,33.480,12.779,11.401,4.538,35335981.632,22.770,23.658,14.450,5.244,35170983.126,10.890,8.349,13.864,3.727,35844244.198,56.673,186.402,33.381,6.708,35338862.977,18.090,216.262,29.774,3.676,35399779.230,53.992,160.584,69.093,6.171,35362689.600,79.943,104.720,42.027,6.622,35789860.333,37.384,61.153,23.911,7.401,35574690.016,58.743,66.557,20.454,4.406,36057302.287,32.471,74.703,20.830,5.706,35477303.489,368.465,193.668,130.267,43.564,35254430.432,953.840,1238.204,717.220,216.000
Omar2-Sleep stage 1-22,35364602.073,14.954,55.413,18.944,3.768,35024436.760,34.786,39.020,13.996,3.337,34932245.360,9.868,10.682,5.433,2.988,34882984.632,17.076,26.229,9.810,4.949,35222295.897,9.640,7.358,8.467,4.939,35822347.865,44.171,153.224,22.524,6.393,35271663.116,14.885,278.540,24.353,4.709,34867793.010,33.117,615.141,73.343,10.111,35180194.860,47.239,179.874,52.147,7.226,34888564.506,62.528,45.113,27.097,13.823,34763369.111,927.973,110.597,28.518,11.294,34586945.399,61.812,47.732,30.852,9.959,34453364.276,74.736,55.048,22.345,6.675,34878607.873,2818.160,1726.501,747.706,214.384
Omar2-Sleep stage 1-23,35105376.321,11.251,49.005,15.823,5.145,34925702.800,3.736,25.528,10.406,3.670,35193026.209,2.579,7.279,3.986,2.715,34942449.680,8.834,20.515,8.136,4.666,34833557.741,2.962,6.025,8.752,5.129,35200356.905,61.063,126.401,36.151,5.565,35131866.130,11.437,193.468,44.552,6.371,34880624.097,26.872,376.304,60.175,7.311,35372435.011,92.887,109.967,37.893,5.009,34824182.842,32.723,67.973,26.184,7.879,35434885.224,259.410,131.290,54.228,11.021,34701557.321,28.889,68.965,20.701,6.494,35946624.636,32.388,62.477,20.095,7.682,33839338.369,2855.188,1605.964,770.709,296.189
Omar2-Sleep stage 1-24,35079036.053,26.205,45.902,21.661,4.631,35220445.382,21.888,30.205,15.990,5.082,35144424.063,6.826,5.118,4.297,1.521,35328268.705,26.117,27.472,17.011,6.366,35602081.024,15.208,7.075,12.487,7.353,34819486.285,83.502,101.650,48.600,12.610,35322410.669,5.510,133.923,26.025,4.646,35159241.541,26.008,211.691,85.575,5.752,36220147.762,45.445,128.006,41.828,8.223,34719692.180,39.476,35.846,29.670,8.589,35275734.124,156.707,99.748,50.001,15.997,35706249.154,53.103,42.353,28.429,9.773,34803385.462,47.115,25.476,27.315,6.474,38232072.519,1963.502,870.176,655.534,217.166
Omar2-Sleep stage 1-25,34963313.984,15.329,39.737,13.468,5.933,35081975.681,7.956,22.287,7.469,6.724,35159366.546,2.701,5.509,4.791,2.511,35324272.223,17.711,15.248,15.354,5.597,35243676.530,10.829,4.578,7.682,8.454,35262167.509,120.866,90.050,50.671,18.129,35024386.264,12.613,118.410,16.164,4.639,34572230.151,16.761,207.576,35.121,8.316,37540529.840,22.795,70.467,25.229,7.159,33295309.667,12.544,27.411,17.679,9.081,35218740.051,158.692,76.632,87.315,26.857,34405388.183,28.630,34.802,28.243,10.556,34907404.831,15.971,33.773,13.586,8.584,35203959.719,687.208,590.280,415.128,159.524
Omar2-Sleep stage 1-26,35507705.454,30.835,42.650,23.951,4.655,35659312.462,201.467,60.414,48.327,11.535,35378084.377,158.696,32.017,28.860,8.582,35170677.480,147.466,44.888,37.691,13.791,35269859.123,29.208,5.942,16.612,6.043,34298481.854,51.566,122.780,32.172,7.608,35091051.958,26.671,190.113,50.558,7.248,35358346.328,91.311,455.071,74.986,15.026,36281598.267,36.720,127.246,30.980,8.001,34800765.282,132.292,129.996,68.276,19.290,34992426.329,434.812,175.974,97.403,31.503,35278011.436,110.527,85.309,41.181,10.554,34608773.870,52.769,66.856,31.633,8.904,34588834.520,535.660,818.654,438.374,193.160
Omar2-Sleep stage 1-27,34983530.990,42.142,53.710,25.637,3.668,35049581.586,132.210,43.125,40.365,10.859,34940364.398,81.806,22.053,19.076,9.151,35232733.765,76.812,30.499,21.739,13.841,35208005.972,19.818,12.213,11.617,8.895,34405194.035,73.310,77.308,30.681,9.860,35082130.884,25.580,181.152,30.244,5.286,35067262.167,69.383,488.716,70.632,7.513,35871706.412,493.380,219.974,198.569,48.330,34628034.666,145.159,181.964,57.516,18.918,35757502.680,96.039,87.114,21.780,16.550,34678446.324,40.201,70.953,26.247,7.994,34731599.278,87.449,66.987,20.011,7.493,34014677.470,4095.367,1113.869,627.044,210.375
Omar2-Sleep stage 1-28,35145223.638,22.722,30.341,19.724,3.409,35112766.256,12.267,30.690,13.095,5.170,35273923.881,2.783,5.930,6.264,2.579,35112485.874,7.883,13.595,13.851,10.640,35267354.446,9.263,9.083,12.900,8.397,36692318.194,37.811,69.151,22.751,13.123,35291308.907,9.388,131.155,22.678,5.782,35445105.449,112.508,237.754,53.474,15.783,34604524.629,672.340,315.403,263.658,69.537,35851408.496,508.859,260.240,168.103,59.415,35657208.355,95.432,74.350,41.123,12.073,35537395.798,14.318,42.813,28.000,7.046,35327252.133,18.659,43.479,31.349,8.321,35651367.634,2662.087,1102.515,855.178,146.407
